"Geslacht";"Leeftijd";"Vervoerwijzen";"Reismotieven";"Marges";"Perioden";"Ritten per persoon per dag (gemiddeld) (aantal)";"Afgelegde afstand per rit (gemiddeld) (km)";"Reisduur per rit (Minuten)"
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2008*";0,04;19,11;28,63
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2009*";0,04;18,31;28,45
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2010*";0,04;19,78;29,45
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2011*";0,04;20,53;29,35
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2012*";0,04;18,99;27,89
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2013*";0,04;20,59;28,16
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2014*";0,04;21,21;29,61
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2015*";0,04;21,43;28,84
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2016*";0,04;20,36;29,06
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2017*";0,04;22,27;30,28
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2018*";0,04;22,84;30,33
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2019*";0,04;21,54;29,36
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2020*";0,03;16,38;24,94
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2021*";0,03;18,66;27,1
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2022*";0,03;20,99;28,07
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Van en naar het werk";"Waarde";"2023*";0,03;18,75;27,38
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"1999*";0,01;6,61;16,83
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2000*";0,01;6,95;17
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2001*";0,01;6,33;16
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2002*";0,01;5,93;16,22
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2003*";0,01;6,48;16,49
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2004*";0,01;6,21;16,75
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2005*";0,01;5,86;16,59
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2006*";0,01;5,72;15,93
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2007*";0,01;6;16,06
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2008*";0,01;4,7;15,49
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2009*";0,01;5,25;15,34
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2010*";0,01;5,79;16,58
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2011*";0,01;5,59;16,2
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2012*";0,01;5,33;16,04
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2013*";0,01;5,44;15,82
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2014*";0,01;5,41;16,03
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2015*";0,01;5,26;15,85
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2016*";0,01;4,49;15,1
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2017*";0,01;5,25;15,18
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2018*";0,01;5,32;16,07
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2019*";0,01;5,61;15,99
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2020*";0,01;4,24;13,64
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2021*";0,01;4,09;14,61
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2022*";0,01;4,48;14,07
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Winkelen, boodschappen doen";"Waarde";"2023*";0,01;5,38;15,07
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"1999*";0,01;9,96;28,17
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2000*";0,01;10,61;29,23
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2001*";0,01;10,94;28,94
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2002*";0,01;11,21;29,74
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2003*";0,01;12,48;31,1
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2004*";0,01;11,43;29,68
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2005*";0,01;12,38;30,65
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2006*";0,01;12,49;30,6
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2007*";0,01;12,73;30,88
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2008*";0,01;12,3;29,82
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2009*";0,01;11,84;29,73
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2010*";0,01;11,63;29,8
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2011*";0,01;12,82;29,69
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2012*";0,01;11,95;29,57
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2013*";0,01;12,02;28,84
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2014*";0,01;14,01;30,37
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2015*";0,01;13,16;29,35
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2016*";0,01;12,76;29,19
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2017*";0,01;13,29;29,39
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018*";0,01;11,56;28
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019*";0,01;11,64;27,59
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020*";0,01;9,25;25,31
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021*";0,01;10,3;26,27
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022*";0,01;10,88;26,78
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023*";0,01;11,35;27,15
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"1999*";0,03;16,92;45,59
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2000*";0,03;16,42;45,72
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2001*";0,03;17,19;45,6
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2002*";0,03;16,96;45,56
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2003*";0,03;18,17;46,27
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2004*";0,03;19,03;46,37
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2005*";0,03;20,68;48,55
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2006*";0,03;19,89;47,29
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2007*";0,03;18,71;48,66
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2008*";0,03;17,72;44,7
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2009*";0,03;16,87;45,85
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2010*";0,03;16,18;44,96
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2011*";0,03;18,53;47,64
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2012*";0,03;19,72;48,13
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2013*";0,03;18,53;46
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2014*";0,03;18,48;48,72
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2015*";0,03;19,24;48,36
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2016*";0,03;18,21;46,79
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2017*";0,03;16,43;44
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2018*";0,03;19,57;47,59
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2019*";0,03;19,79;45,64
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2020*";0,02;13,23;47,7
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2021*";0,03;14,51;51,29
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2022*";0,03;15,29;44,99
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Vrije tijd";"Waarde";"2023*";0,02;15,77;43,95
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"1999*";0,02;27,23;31,9
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2000*";0,02;26,35;30,46
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2001*";0,02;25,25;30,57
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2002*";0,02;28,52;31,18
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2003*";0,02;27,19;31,94
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2004*";0,02;22,99;29,73
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2005*";0,02;22,56;29,72
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2006*";0,02;23,06;29,36
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2007*";0,02;20,26;29,84
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2008*";0,02;18,81;28,9
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2009*";0,02;18,26;28,3
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2010*";0,02;19,74;29,95
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2011*";0,02;21,84;29,93
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2012*";0,02;21,67;30,41
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2013*";0,02;19,52;29,62
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2014*";0,02;18,23;29,16
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2015*";0,01;21;29,59
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2016*";0,01;18,55;29,04
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2017*";0,01;19,27;28,78
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2018*";0,01;17,77;27,83
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2019*";0,01;17,78;29,11
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2020*";0,01;17,38;26,22
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2021*";0,02;15,13;26,77
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2022*";0,02;14,85;25,86
"Totaal mannen en vrouwen";"Totaal";"Overige vervoerwijze";"Overige reismotieven";"Waarde";"2023*";0,01;15,37;25,6
