"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per jaar/Verplaatsingen (aantal)";"Gemiddeld per persoon per jaar/Afstand (reizigerskilometers)";"Gemiddeld per persoon per jaar/Reisduur (uren)"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 65 tot 75 jaar";"Overige reismotieven";"Waarde";"2023";"Nederland";"     112";"    1261";"    37.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2018";"Nederland";"     610";"    6212";"   285.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2019";"Nederland";"     593";"    6639";"   293.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2020";"Nederland";"     502";"    3970";"   235.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2021";"Nederland";"     592";"    5222";"   294.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2022";"Nederland";"     658";"    5955";"   316.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Totaal";"Waarde";"2023";"Nederland";"     669";"    6315";"   313.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2018";"Nederland";"      25";"     280";"     9.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2019";"Nederland";"      24";"     234";"     8.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2020";"Nederland";"      17";"     133";"     4.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2021";"Nederland";"      18";"     211";"     6.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2022";"Nederland";"      27";"     223";"     8.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Van en naar het werk";"Waarde";"2023";"Nederland";"      25";"     206";"     7.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      42";"     283";"    12.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      43";"     378";"    15.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      31";"     201";"     9.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      38";"     259";"    11.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      45";"     335";"    14.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      43";"     327";"    14.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     209";"     927";"    56.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     205";"     949";"    55.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     177";"     655";"    41.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     203";"     804";"    50.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     221";"     936";"    55.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     227";"     956";"    58.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"       5";"      33";"     1.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"       3";"       .";"     1.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Visite, logeren";"Waarde";"2018";"Nederland";"      95";"    2073";"    47.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Visite, logeren";"Waarde";"2019";"Nederland";"      83";"    1830";"    43.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Visite, logeren";"Waarde";"2020";"Nederland";"      65";"    1042";"    27.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Visite, logeren";"Waarde";"2021";"Nederland";"      87";"    1460";"    39.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Visite, logeren";"Waarde";"2022";"Nederland";"      86";"    1677";"    41.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Visite, logeren";"Waarde";"2023";"Nederland";"      91";"    1742";"    44.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     112";"    1219";"    48.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     114";"    1729";"    58.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"      63";"     628";"    29.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"      77";"     916";"    40.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     112";"    1221";"    52.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     116";"    1500";"    54.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      72";"     813";"    91.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      64";"     817";"    90.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      94";"     813";"   104.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     111";"    1004";"   125.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Toeren, wandelen";"Waarde";"2022";"Nederland";"     100";"     944";"   120.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      95";"     805";"   108.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Overige reismotieven";"Waarde";"2018";"Nederland";"      47";"     498";"    16.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Overige reismotieven";"Waarde";"2019";"Nederland";"      51";"     550";"    18.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Overige reismotieven";"Waarde";"2020";"Nederland";"      50";"     458";"    15.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Overige reismotieven";"Waarde";"2021";"Nederland";"      55";"     514";"    18.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Overige reismotieven";"Waarde";"2022";"Nederland";"      61";"     528";"    20.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Leeftijd: 75 jaar of ouder";"Overige reismotieven";"Waarde";"2023";"Nederland";"      65";"     706";"    23.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2018";"Nederland";"    1060";"   14081";"   464.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2019";"Nederland";"    1038";"   14015";"   460.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2020";"Nederland";"     924";"    9869";"   394.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2021";"Nederland";"     970";"   10628";"   435.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2022";"Nederland";"    1049";"   11880";"   453.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Totaal";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2018";"Nederland";"     210";"    4086";"   101.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2019";"Nederland";"     191";"    3708";"    92.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2020";"Nederland";"     144";"    2413";"    60.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2021";"Nederland";"     143";"    2364";"    59.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2022";"Nederland";"     163";"    2876";"    72.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Van en naar het werk";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      28";"     900";"    17.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      43";"    1315";"    26.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      29";"     756";"    15.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      30";"     749";"    15.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      33";"     831";"    17.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      33";"     325";"    10.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      33";"     285";"    10.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      28";"     244";"     8.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      34";"     294";"    10.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      36";"     285";"    10.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     212";"    1176";"    51.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     207";"    1176";"    49.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     213";"     971";"    44.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     212";"     983";"    46.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     222";"    1098";"    49.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"      79";"     751";"    30.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"      79";"     742";"    30.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"      50";"     386";"    17.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"      52";"     434";"    18.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"      64";"     602";"    24.7"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Visite, logeren";"Waarde";"2018";"Nederland";"     117";"    2644";"    57.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Visite, logeren";"Waarde";"2019";"Nederland";"     109";"    2305";"    52.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Visite, logeren";"Waarde";"2020";"Nederland";"      97";"    1604";"    40.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Visite, logeren";"Waarde";"2021";"Nederland";"     105";"    1789";"    44.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Visite, logeren";"Waarde";"2022";"Nederland";"     107";"    1992";"    48.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Visite, logeren";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     198";"    2427";"    90.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     198";"    2702";"    92.0"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     141";"    1639";"    72.1"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     145";"    1877";"    80.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     188";"    2284";"    89.2"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      68";"     643";"    73.5"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      67";"     648";"    74.9"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Toeren, wandelen";"Waarde";"2020";"Nederland";"     108";"     835";"   105.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     127";"    1021";"   125.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Toeren, wandelen";"Waarde";"2022";"Nederland";"     113";"     827";"   105.8"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Toeren, wandelen";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Overige reismotieven";"Waarde";"2018";"Nederland";"     116";"    1128";"    32.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Overige reismotieven";"Waarde";"2019";"Nederland";"     111";"    1135";"    33.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Overige reismotieven";"Waarde";"2020";"Nederland";"     112";"    1019";"    30.3"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Overige reismotieven";"Waarde";"2021";"Nederland";"     121";"    1116";"    33.6"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Overige reismotieven";"Waarde";"2022";"Nederland";"     123";"    1085";"    34.4"
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: Nederland";"Overige reismotieven";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Totaal mannen en vrouwen";"Migratieachtergrond: westers";"Totaal";"Waarde";"2018";"Nederland";"     938";"   11545";"   442.0"
